#EXCITATION
#He -> He(Triplet)(19.82eV)
# 1.9820e+1 
#PROCESS: e + He => e + He(Triplet)(19.82eV)
#COMMENT: 19.82 eV | EXC TRIPLET   ELOSS= 19.82
#COLUMN1: Energy in eV
#COLUMN2: Excitation in m2
#UPDATED: 2010-11-13 12:20:33
#--------------------------------
   1.68444e+2	  1.73522e-23
   1.73702e+2	  1.60272e-23
   1.79145e+2	  1.46556e-23
   1.84779e+2	  1.32358e-23
   1.90611e+2	  1.17661e-23
   1.96648e+2	  1.02447e-23
   2.02897e+2	  9.28121e-24
   2.09366e+2	  9.01599e-24
   2.16062e+2	  8.74145e-24
   2.22994e+2	  8.45725e-24
   2.30169e+2	  8.16307e-24
   2.37596e+2	  7.85856e-24
   2.45284e+2	  7.54334e-24
   2.53243e+2	  7.21704e-24
   2.61481e+2	  6.87928e-24
   2.70009e+2	  6.52965e-24
   2.78836e+2	  6.16773e-24
   2.87973e+2	  5.79309e-24
   2.97432e+2	  5.40528e-24
   3.07223e+2	  5.00385e-24
   3.17358e+2	  4.58831e-24
   3.27850e+2	  4.15817e-24
   3.38710e+2	  3.71291e-24
   3.49951e+2	  3.25200e-24
   3.61588e+2	  2.77490e-24
   3.73633e+2	  2.28103e-24
   3.86102e+2	  1.76981e-24
   3.99009e+2	  1.24061e-24
   4.12370e+2	  1.17691e-24
   4.26200e+2	  1.15109e-24
   4.40517e+2	  1.12437e-24
   4.55336e+2	  1.09671e-24
   4.70676e+2	  1.06807e-24
   4.86555e+2	  1.03843e-24
   5.02992e+2	  1.00775e-24
   5.20007e+2	  9.75986e-25
   5.37620e+2	  9.43109e-25
   5.55852e+2	  9.09077e-25
   5.74724e+2	  8.73848e-25
   5.94260e+2	  8.37381e-25
   6.14482e+2	  7.99633e-25
   6.35415e+2	  7.60559e-25
   6.57083e+2	  7.20111e-25
   6.79513e+2	  6.78242e-25
   7.02732e+2	  6.34901e-25
   7.26766e+2	  5.90037e-25
   7.51645e+2	  5.43597e-25
   7.77398e+2	  4.95525e-25
   8.04056e+2	  4.45763e-25
   8.31651e+2	  3.94252e-25
   8.60215e+2	  3.40932e-25
   8.89784e+2	  2.85737e-25
   9.20391e+2	  2.28603e-25
   9.52074e+2	  1.69461e-25
   9.84871e+2	  1.08241e-25
