! Mark Kushner's latest set of cross sections for e-Ar,
! but the same old Ar-Ar+ data.

5
"e"     9.1e-31     1.0
"Ar"    6.68e-26    1.0
"Ar*"   6.68e-26    1.0
"Ar**"  6.68e-26    1.0
"Ar+"   6.68e-26    1.0

17

"Elastic"
"e + Ar -> e + Ar"
0.0
101
     0.0        ,   10.0   ,
     1.0000E-02 ,   4.5000 ,
     1.0975E-02 ,   4.4059 ,
     1.2045E-02 ,   4.3027 ,
     1.3219E-02 ,   4.1893 ,
     1.4508E-02 ,   4.0650 ,
     1.5923E-02 ,   3.9284 ,
     1.7475E-02 ,   3.7786 ,
     1.9179E-02 ,   3.6142 ,
     2.1049E-02 ,   3.4338 ,
     2.3101E-02 ,   3.2357 ,
     2.5354E-02 ,   3.0184 ,
     2.7826E-02 ,   2.7798 ,
     3.0539E-02 ,   2.5550 ,
     3.3516E-02 ,   2.4721 ,
     3.6784E-02 ,   2.3810 ,
     4.0370E-02 ,   2.2811 ,
     4.4306E-02 ,   2.1715 ,
     4.8626E-02 ,   2.0511 ,
     5.3367E-02 ,   1.9191 ,
     5.8570E-02 ,   1.7741 ,
     6.4281E-02 ,   1.6150 ,
     7.0548E-02 ,   1.4404 ,
     7.7426E-02 ,   1.2488 ,
     8.4975E-02 ,   1.0385 ,
     9.3260E-02 ,   8.0775E-01 ,
     1.0235E-01 ,   6.1448E-01 ,
     1.1233E-01 ,   5.9108E-01 ,
     1.2328E-01 ,   5.6540E-01 ,
     1.3530E-01 ,   5.3721E-01 ,
     1.4850E-01 ,   5.0627E-01 ,
     1.6298E-01 ,   4.7232E-01 ,
     1.7886E-01 ,   4.3506E-01 ,
     1.9630E-01 ,   3.9417E-01 ,
     2.1544E-01 ,   3.4929E-01 ,
     2.3645E-01 ,   3.0003E-01 ,
     2.5950E-01 ,   2.4597E-01 ,
     2.8480E-01 ,   1.8664E-01 ,
     3.1257E-01 ,   1.7289E-01 ,
     3.4305E-01 ,   2.2596E-01 ,
     3.7649E-01 ,   2.8421E-01 ,
     4.1320E-01 ,   3.4813E-01 ,
     4.5349E-01 ,   4.1829E-01 ,
     4.9770E-01 ,   4.9528E-01 ,
     5.4623E-01 ,   5.7979E-01 ,
     5.9948E-01 ,   6.7253E-01 ,
     6.5793E-01 ,   7.7432E-01 ,
     7.2208E-01 ,   8.8602E-01 ,
     7.9248E-01 ,   1.0086 ,
     8.6975E-01 ,   1.1432 ,
     9.5455E-01 ,   1.2908 ,
     1.0476E+00 ,   1.4390 ,
     1.1498E+00 ,   1.5871 ,
     1.2619E+00 ,   1.7404 ,
     1.3849E+00 ,   1.9004 ,
     1.5199E+00 ,   2.0759 ,
     1.6681E+00 ,   2.2685 ,
     1.8307E+00 ,   2.4800 ,
     2.0092E+00 ,   2.7135 ,
     2.2051E+00 ,   2.9995 ,
     2.4201E+00 ,   3.3134 ,
     2.6561E+00 ,   3.6704 ,
     2.9151E+00 ,   4.0692 ,
     3.1993E+00 ,   4.4989 ,
     3.5112E+00 ,   4.9668 ,
     3.8535E+00 ,   5.4803 ,
     4.2292E+00 ,   6.1126 ,
     4.6416E+00 ,   6.8549 ,
     5.0941E+00 ,   7.6412 ,
     5.5908E+00 ,   8.3862 ,
     6.1359E+00 ,   9.2039 ,
     6.7342E+00 ,   1.0101E+01 ,
     7.3907E+00 ,   1.1086E+01 ,
     8.1113E+00 ,   1.2111E+01 ,
     8.9021E+00 ,   1.2902E+01 ,
     9.7701E+00 ,   1.3770E+01 ,
     1.0723E+01 ,   1.3964E+01 ,
     1.1768E+01 ,   1.3912E+01 ,
     1.2915E+01 ,   1.3442E+01 ,
     1.4175E+01 ,   1.2813E+01 ,
     1.5557E+01 ,   1.2044E+01 ,
     1.7074E+01 ,   1.1073E+01 ,
     1.8738E+01 ,   1.0008E+01 ,
     2.0565E+01 ,   8.9400 ,
     2.2570E+01 ,   8.0177 ,
     2.4771E+01 ,   7.0054 ,
     2.7186E+01 ,   6.3317 ,
     2.9836E+01 ,   5.6425 ,
     3.2745E+01 ,   5.1882 ,
     3.5938E+01 ,   4.7093 ,
     3.9442E+01 ,   4.1837 ,
     4.3288E+01 ,   3.7877 ,
     4.7508E+01 ,   3.3867 ,
     5.2140E+01 ,   3.0430 ,
     5.7224E+01 ,   2.7888 ,
     6.2803E+01 ,   2.5589 ,
     6.8926E+01 ,   2.3599 ,
     7.5646E+01 ,   2.1415 ,
     8.3022E+01 ,   1.9426 ,
     9.1116E+01 ,   1.7888 ,
     1.0000E+02 ,   1.6200 ;

"Inelastic"
"e + Ar -> e + Ar*"
11.6
100
     0.0000E+00 ,   0.0000E+00 ,
     1.0101E+00 ,   0.0000E+00 ,
     2.0202E+00 ,   0.0000E+00 ,
     3.0303E+00 ,   0.0000E+00 ,
     4.0404E+00 ,   0.0000E+00 ,
     5.0505E+00 ,   0.0000E+00 ,
     6.0606E+00 ,   0.0000E+00 ,
     7.0707E+00 ,   0.0000E+00 ,
     8.0808E+00 ,   0.0000E+00 ,
     9.0909E+00 ,   0.0000E+00 ,
     1.0101E+01 ,   0.0000E+00 ,
     1.1111E+01 ,   0.0000E+00 ,
     1.2121E+01 ,   2.5898E-03 ,
     1.3131E+01 ,   1.9088E-02 ,
     1.4141E+01 ,   5.1042E-02 ,
     1.5152E+01 ,   9.2851E-02 ,
     1.6162E+01 ,   1.2810E-01 ,
     1.7172E+01 ,   1.4991E-01 ,
     1.8182E+01 ,   1.5914E-01 ,
     1.9192E+01 ,   1.6172E-01 ,
     2.0202E+01 ,   1.6127E-01 ,
     2.1212E+01 ,   1.6086E-01 ,
     2.2222E+01 ,   1.6204E-01 ,
     2.3232E+01 ,   1.6402E-01 ,
     2.4242E+01 ,   1.6702E-01 ,
     2.5253E+01 ,   1.7076E-01 ,
     2.6263E+01 ,   1.7477E-01 ,
     2.7273E+01 ,   1.7935E-01 ,
     2.8283E+01 ,   1.8424E-01 ,
     2.9293E+01 ,   1.8869E-01 ,
     3.0303E+01 ,   1.9188E-01 ,
     3.1313E+01 ,   1.9669E-01 ,
     3.2323E+01 ,   2.0855E-01 ,
     3.3333E+01 ,   2.4254E-01 ,
     3.4343E+01 ,   2.5862E-01 ,
     3.5354E+01 ,   2.6161E-01 ,
     3.6364E+01 ,   2.6428E-01 ,
     3.7374E+01 ,   2.6688E-01 ,
     3.8384E+01 ,   2.6798E-01 ,
     3.9394E+01 ,   2.6906E-01 ,
     4.0404E+01 ,   2.7000E-01 ,
     4.1414E+01 ,   2.7092E-01 ,
     4.2424E+01 ,   2.7143E-01 ,
     4.3434E+01 ,   2.7195E-01 ,
     4.4444E+01 ,   2.7224E-01 ,
     4.5455E+01 ,   2.7251E-01 ,
     4.6465E+01 ,   2.7216E-01 ,
     4.7475E+01 ,   2.7149E-01 ,
     4.8485E+01 ,   2.7058E-01 ,
     4.9495E+01 ,   2.6910E-01 ,
     5.0505E+01 ,   2.6762E-01 ,
     5.1515E+01 ,   2.6652E-01 ,
     5.2525E+01 ,   2.6553E-01 ,
     5.3535E+01 ,   2.6446E-01 ,
     5.4545E+01 ,   2.6301E-01 ,
     5.5556E+01 ,   2.6156E-01 ,
     5.6566E+01 ,   2.5978E-01 ,
     5.7576E+01 ,   2.5754E-01 ,
     5.8586E+01 ,   2.5530E-01 ,
     5.9596E+01 ,   2.5316E-01 ,
     6.0606E+01 ,   2.5113E-01 ,
     6.1616E+01 ,   2.4909E-01 ,
     6.2626E+01 ,   2.4711E-01 ,
     6.3636E+01 ,   2.4518E-01 ,
     6.4646E+01 ,   2.4326E-01 ,
     6.5657E+01 ,   2.4118E-01 ,
     6.6667E+01 ,   2.3863E-01 ,
     6.7677E+01 ,   2.3608E-01 ,
     6.8687E+01 ,   2.3354E-01 ,
     6.9697E+01 ,   2.3083E-01 ,
     7.0707E+01 ,   2.2810E-01 ,
     7.1717E+01 ,   2.2537E-01 ,
     7.2727E+01 ,   2.2271E-01 ,
     7.3737E+01 ,   2.2020E-01 ,
     7.4747E+01 ,   2.1769E-01 ,
     7.5758E+01 ,   2.1518E-01 ,
     7.6768E+01 ,   2.1281E-01 ,
     7.7778E+01 ,   2.1055E-01 ,
     7.8788E+01 ,   2.0829E-01 ,
     7.9798E+01 ,   2.0603E-01 ,
     8.0808E+01 ,   2.0398E-01 ,
     8.1818E+01 ,   2.0205E-01 ,
     8.2828E+01 ,   2.0011E-01 ,
     8.3838E+01 ,   1.9818E-01 ,
     8.4848E+01 ,   1.9626E-01 ,
     8.5859E+01 ,   1.9436E-01 ,
     8.6869E+01 ,   1.9246E-01 ,
     8.7879E+01 ,   1.9056E-01 ,
     8.8889E+01 ,   1.8865E-01 ,
     8.9899E+01 ,   1.8666E-01 ,
     9.0909E+01 ,   1.8468E-01 ,
     9.1919E+01 ,   1.8269E-01 ,
     9.2929E+01 ,   1.8071E-01 ,
     9.3939E+01 ,   1.7897E-01 ,
     9.4949E+01 ,   1.7743E-01 ,
     9.5960E+01 ,   1.7590E-01 ,
     9.6970E+01 ,   1.7436E-01 ,
     9.7980E+01 ,   1.7283E-01 ,
     9.8990E+01 ,   1.7143E-01 ,
     1.0000E+02 ,   1.7010E-01 ;

"Inelastic"
"e + Ar -> e + Ar**"
13.1
100
     0.0000E+00 ,   0.0000E+00 ,
     1.0101E+00 ,   0.0000E+00 ,
     2.0202E+00 ,   0.0000E+00 ,
     3.0303E+00 ,   0.0000E+00 ,
     4.0404E+00 ,   0.0000E+00 ,
     5.0505E+00 ,   0.0000E+00 ,
     6.0606E+00 ,   0.0000E+00 ,
     7.0707E+00 ,   0.0000E+00 ,
     8.0808E+00 ,   0.0000E+00 ,
     9.0909E+00 ,   0.0000E+00 ,
     1.0101E+01 ,   0.0000E+00 ,
     1.1111E+01 ,   0.0000E+00 ,
     1.2121E+01 ,   0.0000E+00 ,
     1.3131E+01 ,   1.1268E-02 ,
     1.4141E+01 ,   2.9116E-01 ,
     1.5152E+01 ,   3.7354E-01 ,
     1.6162E+01 ,   4.3518E-01 ,
     1.7172E+01 ,   4.8350E-01 ,
     1.8182E+01 ,   5.2101E-01 ,
     1.9192E+01 ,   5.5180E-01 ,
     2.0202E+01 ,   5.7812E-01 ,
     2.1212E+01 ,   6.0056E-01 ,
     2.2222E+01 ,   6.2094E-01 ,
     2.3232E+01 ,   6.3852E-01 ,
     2.4242E+01 ,   6.5357E-01 ,
     2.5253E+01 ,   6.6682E-01 ,
     2.6263E+01 ,   6.7865E-01 ,
     2.7273E+01 ,   6.8890E-01 ,
     2.8283E+01 ,   6.9796E-01 ,
     2.9293E+01 ,   7.0616E-01 ,
     3.0303E+01 ,   7.1313E-01 ,
     3.1313E+01 ,   7.1771E-01 ,
     3.2323E+01 ,   7.2144E-01 ,
     3.3333E+01 ,   7.2473E-01 ,
     3.4343E+01 ,   7.2791E-01 ,
     3.5354E+01 ,   7.3091E-01 ,
     3.6364E+01 ,   7.3364E-01 ,
     3.7374E+01 ,   7.3612E-01 ,
     3.8384E+01 ,   7.3707E-01 ,
     3.9394E+01 ,   7.3702E-01 ,
     4.0404E+01 ,   7.3649E-01 ,
     4.1414E+01 ,   7.3560E-01 ,
     4.2424E+01 ,   7.3455E-01 ,
     4.3434E+01 ,   7.3326E-01 ,
     4.4444E+01 ,   7.3206E-01 ,
     4.5455E+01 ,   7.3122E-01 ,
     4.6465E+01 ,   7.3038E-01 ,
     4.7475E+01 ,   7.2920E-01 ,
     4.8485E+01 ,   7.2793E-01 ,
     4.9495E+01 ,   7.2661E-01 ,
     5.0505E+01 ,   7.2517E-01 ,
     5.1515E+01 ,   7.2373E-01 ,
     5.2525E+01 ,   7.2212E-01 ,
     5.3535E+01 ,   7.2040E-01 ,
     5.4545E+01 ,   7.1868E-01 ,
